text,audio
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/327922_pop_seed72.wav
"classical Mechanical_fan,Tearing,Mechanisms",musicgen_outputs/328411_classical_seed72.wav
"jazz Mechanical_fan,Tearing,Mechanisms",musicgen_outputs/328411_jazz_seed72.wav
"pop Mechanical_fan,Tearing,Mechanisms",musicgen_outputs/328411_pop_seed72.wav
"classical Liquid",musicgen_outputs/328424_classical_seed72.wav
"jazz Liquid",musicgen_outputs/328424_jazz_seed72.wav
"pop Liquid",musicgen_outputs/328424_pop_seed72.wav
"classical Wood,Mechanisms",musicgen_outputs/328740_classical_seed72.wav
"jazz Wood,Mechanisms",musicgen_outputs/328740_jazz_seed72.wav
"pop Wood,Mechanisms",musicgen_outputs/328740_pop_seed72.wav
"classical Tools",musicgen_outputs/328750_classical_seed72.wav
"jazz Tools",musicgen_outputs/328750_jazz_seed72.wav
"pop Tools",musicgen_outputs/328750_pop_seed72.wav
"classical Alarm,Engine,Mechanisms,Tools",musicgen_outputs/328758_classical_seed72.wav
"jazz Alarm,Engine,Mechanisms,Tools",musicgen_outputs/328758_jazz_seed72.wav
"pop Alarm,Engine,Mechanisms,Tools",musicgen_outputs/328758_pop_seed72.wav
"classical Chirp_and_tweet,Printer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Mechanisms",musicgen_outputs/328906_classical_seed72.wav
"jazz Chirp_and_tweet,Printer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Mechanisms",musicgen_outputs/328906_jazz_seed72.wav
"pop Chirp_and_tweet,Printer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Mechanisms",musicgen_outputs/328906_pop_seed72.wav
"classical Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/329924_classical_seed72.wav
"jazz Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/329924_jazz_seed72.wav
"pop Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/329924_pop_seed72.wav
"classical Printer,Mechanisms",musicgen_outputs/330312_classical_seed72.wav
"jazz Printer,Mechanisms",musicgen_outputs/330312_jazz_seed72.wav
"pop Printer,Mechanisms",musicgen_outputs/330312_pop_seed72.wav
"classical Meow,Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/331626_classical_seed72.wav
"jazz Meow,Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/331626_jazz_seed72.wav
"pop Meow,Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/331626_pop_seed72.wav
"classical Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/331680_classical_seed72.wav
"jazz Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/331680_jazz_seed72.wav
"pop Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/331680_pop_seed72.wav
"classical Tearing",musicgen_outputs/336499_classical_seed72.wav
"jazz Tearing",musicgen_outputs/336499_jazz_seed72.wav
"pop Tearing",musicgen_outputs/336499_pop_seed72.wav
"classical Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/337623_classical_seed72.wav
"jazz Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/337623_jazz_seed72.wav
"pop Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/337623_pop_seed72.wav
"classical Frying_(food),Domestic_sounds_and_home_sounds",musicgen_outputs/33844_classical_seed72.wav
"jazz Frying_(food),Domestic_sounds_and_home_sounds",musicgen_outputs/33844_jazz_seed72.wav
"pop Frying_(food),Domestic_sounds_and_home_sounds",musicgen_outputs/33844_pop_seed72.wav
"classical Hammer,Thump_and_thud,Tools",musicgen_outputs/33847_classical_seed72.wav
"jazz Hammer,Thump_and_thud,Tools",musicgen_outputs/33847_jazz_seed72.wav
"pop Hammer,Thump_and_thud,Tools",musicgen_outputs/33847_pop_seed72.wav
"classical Shatter,Glass",musicgen_outputs/338694_classical_seed72.wav
"jazz Shatter,Glass",musicgen_outputs/338694_jazz_seed72.wav
"pop Shatter,Glass",musicgen_outputs/338694_pop_seed72.wav
"classical Telephone,Alarm",musicgen_outputs/339105_classical_seed72.wav
"jazz Telephone,Alarm",musicgen_outputs/339105_jazz_seed72.wav
"pop Telephone,Alarm",musicgen_outputs/339105_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/340865_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/340865_jazz_seed72.wav
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/340865_pop_seed72.wav
"classical Scissors,Domestic_sounds_and_home_sounds",musicgen_outputs/340910_classical_seed72.wav
"jazz Scissors,Domestic_sounds_and_home_sounds",musicgen_outputs/340910_jazz_seed72.wav
"pop Scissors,Domestic_sounds_and_home_sounds",musicgen_outputs/340910_pop_seed72.wav
"classical Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/340920_classical_seed72.wav
"jazz Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/340920_jazz_seed72.wav
"pop Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/340920_pop_seed72.wav
"classical Shatter,Glass",musicgen_outputs/341070_classical_seed72.wav
"jazz Shatter,Glass",musicgen_outputs/341070_jazz_seed72.wav
"pop Shatter,Glass",musicgen_outputs/341070_pop_seed72.wav
"classical Fill_(with_liquid),Gurgling,Liquid,Water",musicgen_outputs/34121_classical_seed72.wav
"jazz Fill_(with_liquid),Gurgling,Liquid,Water",musicgen_outputs/34121_jazz_seed72.wav
"pop Fill_(with_liquid),Gurgling,Liquid,Water",musicgen_outputs/34121_pop_seed72.wav
"classical Ringtone,Telephone,Alarm",musicgen_outputs/342166_classical_seed72.wav
"jazz Ringtone,Telephone,Alarm",musicgen_outputs/342166_jazz_seed72.wav
"pop Ringtone,Telephone,Alarm",musicgen_outputs/342166_pop_seed72.wav
"classical Walk_and_footsteps,Run",musicgen_outputs/34254_classical_seed72.wav
"jazz Walk_and_footsteps,Run",musicgen_outputs/34254_jazz_seed72.wav
"pop Walk_and_footsteps,Run",musicgen_outputs/34254_pop_seed72.wav
"classical Chatter,Hammer,Human_group_actions,Tools",musicgen_outputs/344438_classical_seed72.wav
"jazz Chatter,Hammer,Human_group_actions,Tools",musicgen_outputs/344438_jazz_seed72.wav
"pop Chatter,Hammer,Human_group_actions,Tools",musicgen_outputs/344438_pop_seed72.wav
"classical Tick-tock,Clock,Mechanisms",musicgen_outputs/345133_classical_seed72.wav
"jazz Tick-tock,Clock,Mechanisms",musicgen_outputs/345133_jazz_seed72.wav
"pop Tick-tock,Clock,Mechanisms",musicgen_outputs/345133_pop_seed72.wav
"classical Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/345181_classical_seed72.wav
"jazz Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/345181_jazz_seed72.wav
"pop Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/345181_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/345572_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/345572_jazz_seed72.wav
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/345572_pop_seed72.wav
"classical Ringtone,Telephone,Alarm",musicgen_outputs/345737_classical_seed72.wav
"jazz Ringtone,Telephone,Alarm",musicgen_outputs/345737_jazz_seed72.wav
"pop Ringtone,Telephone,Alarm",musicgen_outputs/345737_pop_seed72.wav
"classical Telephone,Alarm",musicgen_outputs/345810_classical_seed72.wav
"jazz Telephone,Alarm",musicgen_outputs/345810_jazz_seed72.wav
"pop Telephone,Alarm",musicgen_outputs/345810_pop_seed72.wav
"classical Telephone,Alarm",musicgen_outputs/345812_classical_seed72.wav
"jazz Telephone,Alarm",musicgen_outputs/345812_jazz_seed72.wav
"pop Telephone,Alarm",musicgen_outputs/345812_pop_seed72.wav
"classical Alarm",musicgen_outputs/345815_classical_seed72.wav
"jazz Alarm",musicgen_outputs/345815_jazz_seed72.wav
"pop Alarm",musicgen_outputs/345815_pop_seed72.wav
"classical Tearing",musicgen_outputs/346037_classical_seed72.wav
"jazz Tearing",musicgen_outputs/346037_jazz_seed72.wav
"pop Tearing",musicgen_outputs/346037_pop_seed72.wav
"classical Typewriter,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/346473_classical_seed72.wav
"jazz Typewriter,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/346473_jazz_seed72.wav
"pop Typewriter,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/346473_pop_seed72.wav
"classical Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/346715_classical_seed72.wav
"jazz Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/346715_jazz_seed72.wav
"pop Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/346715_pop_seed72.wav
"classical Crackle",musicgen_outputs/346816_classical_seed72.wav
"jazz Crackle",musicgen_outputs/346816_jazz_seed72.wav
"pop Crackle",musicgen_outputs/346816_pop_seed72.wav
"classical Engine",musicgen_outputs/347226_classical_seed72.wav
"jazz Engine",musicgen_outputs/347226_jazz_seed72.wav
"pop Engine",musicgen_outputs/347226_pop_seed72.wav
"classical Thunder,Thunderstorm",musicgen_outputs/347562_classical_seed72.wav
"jazz Thunder,Thunderstorm",musicgen_outputs/347562_jazz_seed72.wav
"pop Thunder,Thunderstorm",musicgen_outputs/347562_pop_seed72.wav
"classical Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/348129_classical_seed72.wav
"jazz Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/348129_jazz_seed72.wav
"pop Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/348129_pop_seed72.wav
"classical Crow,Bird,Wild_animals,Animal",musicgen_outputs/348192_classical_seed72.wav
"jazz Crow,Bird,Wild_animals,Animal",musicgen_outputs/348192_jazz_seed72.wav
"pop Crow,Bird,Wild_animals,Animal",musicgen_outputs/348192_pop_seed72.wav
"classical Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/348322_classical_seed72.wav
"jazz Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/348322_jazz_seed72.wav
"pop Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/348322_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/34993_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/34993_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/34993_pop_seed72.wav
"classical Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/350318_classical_seed72.wav
"jazz Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/350318_jazz_seed72.wav
"pop Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/350318_pop_seed72.wav
"classical Waves_and_surf,Splash_and_splatter,Thump_and_thud,Liquid,Ocean,Water",musicgen_outputs/350755_classical_seed72.wav
"jazz Waves_and_surf,Splash_and_splatter,Thump_and_thud,Liquid,Ocean,Water",musicgen_outputs/350755_jazz_seed72.wav
"pop Waves_and_surf,Splash_and_splatter,Thump_and_thud,Liquid,Ocean,Water",musicgen_outputs/350755_pop_seed72.wav
"classical Engine",musicgen_outputs/350758_classical_seed72.wav
"jazz Engine",musicgen_outputs/350758_jazz_seed72.wav
"pop Engine",musicgen_outputs/350758_pop_seed72.wav
"classical Knock,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/351144_classical_seed72.wav
"jazz Knock,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/351144_jazz_seed72.wav
"pop Knock,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/351144_pop_seed72.wav
"classical Buzz,Insect,Wild_animals,Animal",musicgen_outputs/352075_classical_seed72.wav
"jazz Buzz,Insect,Wild_animals,Animal",musicgen_outputs/352075_jazz_seed72.wav
"pop Buzz,Insect,Wild_animals,Animal",musicgen_outputs/352075_pop_seed72.wav
"classical Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/352381_classical_seed72.wav
"jazz Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/352381_jazz_seed72.wav
"pop Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/352381_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/35366_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/35366_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/35366_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/354024_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/354024_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/354024_pop_seed72.wav
"classical Mechanical_fan,Mechanisms",musicgen_outputs/35627_classical_seed72.wav
"jazz Mechanical_fan,Mechanisms",musicgen_outputs/35627_jazz_seed72.wav
"pop Mechanical_fan,Mechanisms",musicgen_outputs/35627_pop_seed72.wav
"classical Waves_and_surf,Splash_and_splatter,Liquid,Ocean,Water",musicgen_outputs/360450_classical_seed72.wav
"jazz Waves_and_surf,Splash_and_splatter,Liquid,Ocean,Water",musicgen_outputs/360450_jazz_seed72.wav
"pop Waves_and_surf,Splash_and_splatter,Liquid,Ocean,Water",musicgen_outputs/360450_pop_seed72.wav
"classical Computer_keyboard,Rain,Water,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/36061_classical_seed72.wav
"jazz Computer_keyboard,Rain,Water,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/36061_jazz_seed72.wav
"pop Computer_keyboard,Rain,Water,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/36061_pop_seed72.wav
"classical Frog,Wild_animals,Animal",musicgen_outputs/361117_classical_seed72.wav
"jazz Frog,Wild_animals,Animal",musicgen_outputs/361117_jazz_seed72.wav
"pop Frog,Wild_animals,Animal",musicgen_outputs/361117_pop_seed72.wav
"classical Mechanical_fan,Mechanisms",musicgen_outputs/361212_classical_seed72.wav
"jazz Mechanical_fan,Mechanisms",musicgen_outputs/361212_jazz_seed72.wav
"pop Mechanical_fan,Mechanisms",musicgen_outputs/361212_pop_seed72.wav
"classical Tearing",musicgen_outputs/361438_classical_seed72.wav
"jazz Tearing",musicgen_outputs/361438_jazz_seed72.wav
"pop Tearing",musicgen_outputs/361438_pop_seed72.wav
"classical Bird_vocalization_and_bird_call_and_bird_song,Crow,Bird,Wild_animals,Animal",musicgen_outputs/361470_classical_seed72.wav
"jazz Bird_vocalization_and_bird_call_and_bird_song,Crow,Bird,Wild_animals,Animal",musicgen_outputs/361470_jazz_seed72.wav
"pop Bird_vocalization_and_bird_call_and_bird_song,Crow,Bird,Wild_animals,Animal",musicgen_outputs/361470_pop_seed72.wav
"classical Whoosh_and_swoosh_and_swish,Human_voice",musicgen_outputs/364638_classical_seed72.wav
"jazz Whoosh_and_swoosh_and_swish,Human_voice",musicgen_outputs/364638_jazz_seed72.wav
"pop Whoosh_and_swoosh_and_swish,Human_voice",musicgen_outputs/364638_pop_seed72.wav
"classical Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/365575_classical_seed72.wav
"jazz Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/365575_jazz_seed72.wav
"pop Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",musicgen_outputs/365575_pop_seed72.wav
"classical Sawing,Engine,Tools",musicgen_outputs/365578_classical_seed72.wav
"jazz Sawing,Engine,Tools",musicgen_outputs/365578_jazz_seed72.wav
"pop Sawing,Engine,Tools",musicgen_outputs/365578_pop_seed72.wav
"classical Bark,Growling,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/365669_classical_seed72.wav
"jazz Bark,Growling,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/365669_jazz_seed72.wav
"pop Bark,Growling,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/365669_pop_seed72.wav
"classical Tearing",musicgen_outputs/365869_classical_seed72.wav
"jazz Tearing",musicgen_outputs/365869_jazz_seed72.wav
"pop Tearing",musicgen_outputs/365869_pop_seed72.wav
"classical Chink_and_clink,Glass",musicgen_outputs/366035_classical_seed72.wav
"jazz Chink_and_clink,Glass",musicgen_outputs/366035_jazz_seed72.wav
"pop Chink_and_clink,Glass",musicgen_outputs/366035_pop_seed72.wav
"classical Rattle,Mechanisms,Thump_and_thud",musicgen_outputs/366083_classical_seed72.wav
"jazz Rattle,Mechanisms,Thump_and_thud",musicgen_outputs/366083_jazz_seed72.wav
"pop Rattle,Mechanisms,Thump_and_thud",musicgen_outputs/366083_pop_seed72.wav
"classical Tick-tock,Clock,Mechanisms",musicgen_outputs/366221_classical_seed72.wav
"jazz Tick-tock,Clock,Mechanisms",musicgen_outputs/366221_jazz_seed72.wav
"pop Tick-tock,Clock,Mechanisms",musicgen_outputs/366221_pop_seed72.wav
"classical Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/366246_classical_seed72.wav
"jazz Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/366246_jazz_seed72.wav
"pop Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/366246_pop_seed72.wav
"classical Rattle",musicgen_outputs/366336_classical_seed72.wav
"jazz Rattle",musicgen_outputs/366336_jazz_seed72.wav
"pop Rattle",musicgen_outputs/366336_pop_seed72.wav
"classical Rattle,Knock,Human_group_actions,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366346_classical_seed72.wav
"jazz Rattle,Knock,Human_group_actions,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366346_jazz_seed72.wav
"pop Rattle,Knock,Human_group_actions,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366346_pop_seed72.wav
"classical Fill_(with_liquid),Liquid",musicgen_outputs/366383_classical_seed72.wav
"jazz Fill_(with_liquid),Liquid",musicgen_outputs/366383_jazz_seed72.wav
"pop Fill_(with_liquid),Liquid",musicgen_outputs/366383_pop_seed72.wav
"classical Hands,Tools",musicgen_outputs/366413_classical_seed72.wav
"jazz Hands,Tools",musicgen_outputs/366413_jazz_seed72.wav
"pop Hands,Tools",musicgen_outputs/366413_pop_seed72.wav
"classical Chewing_and_mastication",musicgen_outputs/366548_classical_seed72.wav
"jazz Chewing_and_mastication",musicgen_outputs/366548_jazz_seed72.wav
"pop Chewing_and_mastication",musicgen_outputs/366548_pop_seed72.wav
"classical Tap",musicgen_outputs/366643_classical_seed72.wav
"jazz Tap",musicgen_outputs/366643_jazz_seed72.wav
"pop Tap",musicgen_outputs/366643_pop_seed72.wav
"classical Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/366743_classical_seed72.wav
"jazz Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/366743_jazz_seed72.wav
"pop Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/366743_pop_seed72.wav
"classical Mechanisms",musicgen_outputs/366757_classical_seed72.wav
"jazz Mechanisms",musicgen_outputs/366757_jazz_seed72.wav
"pop Mechanisms",musicgen_outputs/366757_pop_seed72.wav
"classical Tick,Hiss,Fire",musicgen_outputs/366760_classical_seed72.wav
"jazz Tick,Hiss,Fire",musicgen_outputs/366760_jazz_seed72.wav
"pop Tick,Hiss,Fire",musicgen_outputs/366760_pop_seed72.wav
"classical Chirp_and_tweet,Sliding_door,Slam,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366763_classical_seed72.wav
"jazz Chirp_and_tweet,Sliding_door,Slam,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366763_jazz_seed72.wav
"pop Chirp_and_tweet,Sliding_door,Slam,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/366763_pop_seed72.wav
"classical Tearing",musicgen_outputs/366781_classical_seed72.wav
"jazz Tearing",musicgen_outputs/366781_jazz_seed72.wav
"pop Tearing",musicgen_outputs/366781_pop_seed72.wav
"classical Respiratory_sounds",musicgen_outputs/366799_classical_seed72.wav
"jazz Respiratory_sounds",musicgen_outputs/366799_jazz_seed72.wav
"pop Respiratory_sounds",musicgen_outputs/366799_pop_seed72.wav
"classical Tick",musicgen_outputs/366897_classical_seed72.wav
"jazz Tick",musicgen_outputs/366897_jazz_seed72.wav
"pop Tick",musicgen_outputs/366897_pop_seed72.wav
"classical Crushing",musicgen_outputs/366978_classical_seed72.wav
"jazz Crushing",musicgen_outputs/366978_jazz_seed72.wav
"pop Crushing",musicgen_outputs/366978_pop_seed72.wav
"classical Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/366980_classical_seed72.wav
"jazz Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/366980_jazz_seed72.wav
"pop Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/366980_pop_seed72.wav
"classical Chirp_and_tweet,Chicken_and_rooster,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Fowl,Livestock_and_farm_animals_and_working_animals",musicgen_outputs/366989_classical_seed72.wav
"jazz Chirp_and_tweet,Chicken_and_rooster,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Fowl,Livestock_and_farm_animals_and_working_animals",musicgen_outputs/366989_jazz_seed72.wav
"pop Chirp_and_tweet,Chicken_and_rooster,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Fowl,Livestock_and_farm_animals_and_working_animals",musicgen_outputs/366989_pop_seed72.wav
"classical Engine",musicgen_outputs/367014_classical_seed72.wav
"jazz Engine",musicgen_outputs/367014_jazz_seed72.wav
"pop Engine",musicgen_outputs/367014_pop_seed72.wav
"classical Hammer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Tools",musicgen_outputs/367015_classical_seed72.wav
"jazz Hammer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Tools",musicgen_outputs/367015_jazz_seed72.wav
"pop Hammer,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Tools",musicgen_outputs/367015_pop_seed72.wav
"classical Hiss,Water",musicgen_outputs/367165_classical_seed72.wav
"jazz Hiss,Water",musicgen_outputs/367165_jazz_seed72.wav
"pop Hiss,Water",musicgen_outputs/367165_pop_seed72.wav
"classical Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/368009_classical_seed72.wav
"jazz Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/368009_jazz_seed72.wav
"pop Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/368009_pop_seed72.wav
"classical Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/369321_classical_seed72.wav
"jazz Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/369321_jazz_seed72.wav
"pop Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/369321_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Sink_(filling_or_washing),Domestic_sounds_and_home_sounds",musicgen_outputs/370876_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Sink_(filling_or_washing),Domestic_sounds_and_home_sounds",musicgen_outputs/370876_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Sink_(filling_or_washing),Domestic_sounds_and_home_sounds",musicgen_outputs/370876_pop_seed72.wav
"classical Mechanisms",musicgen_outputs/371244_classical_seed72.wav
"jazz Mechanisms",musicgen_outputs/371244_jazz_seed72.wav
"pop Mechanisms",musicgen_outputs/371244_pop_seed72.wav
"classical Mechanical_fan,Mechanisms",musicgen_outputs/371510_classical_seed72.wav
"jazz Mechanical_fan,Mechanisms",musicgen_outputs/371510_jazz_seed72.wav
"pop Mechanical_fan,Mechanisms",musicgen_outputs/371510_pop_seed72.wav
"classical Human_voice",musicgen_outputs/37235_classical_seed72.wav
"jazz Human_voice",musicgen_outputs/37235_jazz_seed72.wav
"pop Human_voice",musicgen_outputs/37235_pop_seed72.wav
"classical Drip,Liquid",musicgen_outputs/376377_classical_seed72.wav
"jazz Drip,Liquid",musicgen_outputs/376377_jazz_seed72.wav
"pop Drip,Liquid",musicgen_outputs/376377_pop_seed72.wav
"classical Shatter,Chink_and_clink,Glass",musicgen_outputs/376462_classical_seed72.wav
"jazz Shatter,Chink_and_clink,Glass",musicgen_outputs/376462_jazz_seed72.wav
"pop Shatter,Chink_and_clink,Glass",musicgen_outputs/376462_pop_seed72.wav
"classical Chink_and_clink,Glass",musicgen_outputs/376463_classical_seed72.wav
"jazz Chink_and_clink,Glass",musicgen_outputs/376463_jazz_seed72.wav
"pop Chink_and_clink,Glass",musicgen_outputs/376463_pop_seed72.wav
"classical Bird,Wild_animals,Animal",musicgen_outputs/376481_classical_seed72.wav
"jazz Bird,Wild_animals,Animal",musicgen_outputs/376481_jazz_seed72.wav
"pop Bird,Wild_animals,Animal",musicgen_outputs/376481_pop_seed72.wav
"classical Printer,Mechanisms",musicgen_outputs/377081_classical_seed72.wav
"jazz Printer,Mechanisms",musicgen_outputs/377081_jazz_seed72.wav
"pop Printer,Mechanisms",musicgen_outputs/377081_pop_seed72.wav
"classical Chewing_and_mastication",musicgen_outputs/377572_classical_seed72.wav
"jazz Chewing_and_mastication",musicgen_outputs/377572_jazz_seed72.wav
"pop Chewing_and_mastication",musicgen_outputs/377572_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/377595_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/377595_jazz_seed72.wav
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/377595_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/37775_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/37775_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/37775_pop_seed72.wav
"classical Hammer,Sawing,Tools",musicgen_outputs/378035_classical_seed72.wav
"jazz Hammer,Sawing,Tools",musicgen_outputs/378035_jazz_seed72.wav
"pop Hammer,Sawing,Tools",musicgen_outputs/378035_pop_seed72.wav
"classical Stream,Splash_and_splatter,Water,Liquid",musicgen_outputs/378262_classical_seed72.wav
"jazz Stream,Splash_and_splatter,Water,Liquid",musicgen_outputs/378262_jazz_seed72.wav
"pop Stream,Splash_and_splatter,Water,Liquid",musicgen_outputs/378262_pop_seed72.wav
"classical Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/378657_classical_seed72.wav
